question_id,question_id,question_text,correct_answer_text,main_area,sub_area,topic,subtopic,source_exam,question_type
5538,,"¿Cuál es el examen que solicita para el diagnóstico de osteoporosis, según recomendaciones de OMS?",Densitometría,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Osteoporosis,residentado,regular
5539,,"De los siguientes criterios diagnósticos. ¿Cuál NO es considerado en el lupus eritematoso
sistémico?",Artritis simétrica aditiva erosiva,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS ARTICULARES,Lupus eritematoso sistémico,Examenes 2022/Psiquiatría;residentado,regular
5540,,"Paciente mujer de 28 años acude por eritema malar, Fotosensibilidad, trombocitopenia y anti-Smith
positivo. ¿Cuál es el tratamiento?",Corticoide,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS ARTICULARES,Lupus eritematoso sistémico,residentado,regular
5541,,"Mujer joven que presenta poli artralgias y fiebre. El diagnóstico clínico es LES. ¿Cuál de las
siguientes pruebas es más específica?",Anti-Smith,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS ARTICULARES,Lupus eritematoso sistémico,residentado,regular
5542,,"Mujer de 25 años desde hace 6 meses, dolor y tumefacción de pequeñas articulaciones. Al
examen: eritema malar, alopecia. Rx de tórax: derrame pleural izquierdo. Laboratorio: Hb: 10 g/dL, plaquetas:
40,000/mm3, sedimento de orina con glóbulos rojos, cilindros leucocitarios y granulosos. ¿Cuál es el diagnóstico más
probable?",Lupus eritematoso sistémico,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS ARTICULARES,Lupus eritematoso sistémico,residentado,regular
5543,,"Adulto mayor con Polimialgia reumática, que sufre de dolor en hemicara intenso y amaurosis fugax,
¿su diagnóstico más probable es?",Arteritis temporal,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS ARTICULARES,Vasculitis sistémica,Examenes 2018/ANESTESIOLOGIA;residentado,regular
5544,,"Niña de 5 años presenta desde hace dos días dolor abdominal epigástrico, dolor en ambas rodillas y
lesiones puntiformes rojizas violáceas en extremidades; hace 10 días presentó proceso respiratorio alto. Examen:
lesiones cutáneas simétricas palpables, en extremidades inferiores, abdomen blando depresible, no visceromegalia,
aumento de volumen de rodilla derecha, no eritema, no calor. ¿Cuál es el diagnóstico más probable?",Púrpura de Henoch-Schönlein,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SANGRE Y COAGULACIÓN,Síndromes purpúricos,Examenes 2018/PEDIATRIA;residentado,regular
5545,,"Mujer de 48 años, refiere desde hace 9 meses dolores musculares generalizados, mayor por las
mañanas y no mejora con AINEs, insomnio y falta de apetito. Al examen: dolor a la palpación en región cervical, lumbar,
rodillas, y codos. Laboratorio: VSG: 12 mm/h, PCR: 8 mg/dL. ¿Cuál es el diagnóstico más probable?",Fibromialgia,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS ARTICULARES,Fibromialgia,residentado,regular
5546,,"Acude a su consultorio, una paciente con dolor corporal general, que además de referirle problemas
familiares importantes, le indica que no ha podido dormir bien en las últimas semanas. Al examinarla, usted encuentra
diferentes regiones de dolor, que le acercan a el diagnóstico. ¿Cuál es un dato adicional para el diagnóstico?",Fatiga crónica,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS ARTICULARES,Fibromialgia,residentado,regular
5547,,"Llega un varón a la emergencia con edema de rodilla derecha, signos de flogosis, signo del tempano
positivo. Se realiza Artrocentesis ¿Cuál es la acción más útil que le serviría en emergencia?",Examen microbiológico,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS ARTICULARES,Artritis infecciosa,residentado,regular
5548,,"Paciente con psoriasis que sufre de artritis asimétrica y dactilitis. ¿Cuál es el tratamiento de
elección?",Metotrexato,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS ARTICULARES,Espóndilo artropatías seronegativas,residentado,regular
5549,,"Mujer obesa de 66 años con dolor en rodilla derecha con crepitación y limitación funcional, ¿cuál es
el manejo de acuerdo con la sospecha diagnóstica?",Ibuprofeno más omeprazol,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS ARTICULARES,Osteoartritis,Examenes 2022/Radiología;residentado,regular
5550,,"Paciente con LES con edema, proteinuria, hematuria e hipertensión severa ¿cuál de los siguientes
podría ser el tratamiento de elección?",Micofenolato,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS RENALES,El riñón en enfermedad inmune,residentado,regular
5551,,"Las siguientes entidades se asocian a anticuerpos anti-neutrófilo (ANCA), excepto:",Goodpasture,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS ARTICULARES,Vasculitis sistémica,residentado,regular
5552,,"Paciente con fiebre, hemorragia pulmonar, síndrome nefrítico, en análisis no se encuentra eosinofilia
y el ANCA-p es positivo, la sospecha es:",Poliangeitis Microscópica (PAM),CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS ARTICULARES,Vasculitis sistémica,residentado,regular
5553,,"En el diagnóstico de Polimiositis, entre las enzimas que se incrementan significativamente puede
ser:",Aldolasa,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS ARTICULARES,Polimiositis - dermatomiositis,residentado,regular
5554,,"¿Cuál de las siguientes hormonas es producida en el hipotálamo y puede ser inhibida su secreción
por la bajada de peso extremo?",GnRH,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Patologías gonadales,Examenes 2017/ PATOLOGIA ;residentado,regular
5555,,"Es una hormona producida en el hipotálamo, pero almacenada en la neurohipófisis:",Hormona antidiurética,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
5556,,"¿Mediante qué el hipotálamo regula de manera negativa la secreción de prolactina en la hipófisis
anterior?",Dopamina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Prolactinoma,residentado,regular
5557,,"Mujer con exoftalmos, aumento de tamaño glándula tiroides, temblor fino a nivel de las
extremidades, aumento del apetito y disminución de peso. ¿Cuál es el diagnóstico más probable y qué anticuerpo
solicitaría en sangre?",Enfermedad de Graves Basedow - TSI,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,Examenes - 2019/ANATOMIA PATOLOGICA;residentado,regular
5558,,"¿Cuál es el tratamiento antitiroideo para mujeres con enfermedad de Graves Basedow sin gestación
y con gestación, respectivamente?",Metimazol - PTU,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,residentado,regular
5559,,¿Cuál es la causa más frecuente de hipotiroidismo en poblaciones con deficiencia de iodo?,Bocio endémico,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Bocio endémico,Examenes 2023/ANATOMIA PATOLOGICA;residentado,regular
5560,,"Mujer de 33 años, presenta un índice de masa corporal de 30 kg/m2, piel seca, disminución de la
sudoración; con aumento de glucosaminoglicanos en la dermis. Según su sospecha diagnóstica, marque lo falso:",Es un tipo de tiroiditis dolorosa,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Tiroiditis,Examenes 2017/CIRUGIA;residentado,regular
5563,,"Llega a la unidad de emergencia un paciente de 55 años sin antecedente patológicos reportados con
un trastorno del sensorio marcado, signos de deshidratación e hipotensión. Dentro de los exámenes se evidencia una
glicemia de 660 mg/dL, pH en 7.36, bicarbonato en 23, creatinina 2.1 mg/dL ¿Cuál es el diagnóstico que piensa?", Coma hiperosmolar,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,Examenes 2018/PSIQUIATRIA;residentado,regular
5565,,"Mujer con acantosis nigricans, sobrepeso, hipertensa y con dislipidemia. Según su sospecha
diagnóstica, ¿qué diagnóstico pensaría y cuál es su base fisiopatológica?",Síndrome metabólico - insulinoresistencia,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
5566,,"¿Cuál de las siguientes vitaminas es liposoluble e hidrosoluble, respectivamente?",Vitamina D y vitamina B,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Desnutrición y avitaminosis,residentado,regular
5567,," Si un paciente presenta xeroftalmia, manchas de bitot y ceguera nocturna, ¿qué vitamina
probablemente esta deficiente?",Vitamina A,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Desnutrición y avitaminosis,residentado,regular
5568,,"De las siguientes hormonas, ¿Cuál no es sintetizada en la glándula pituitaria?",Somatostatina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Prolactinoma,Examenes - 2019/ANATOMIA PATOLOGICA;residentado,regular
5569,,"Con respecto a las hormonas tiroideas y la glándula tiroides, marque la falsa:", La T4 tiene mayor actividad que la T3,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipotiroidismo,residentado,regular
5570,,Las arterias suprarrenales superiores procedan de ...,Las frénicas inferiores,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO CARDIOVASCULAR,Hipertensión arterial,residentado,regular
5571,,¿En qué situación se estimula la secreción de insulina?,Aumento de la glicemia,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
5572,,¿Cuál es la hormona sintetizada en la glándula adrenal con mayor actividad mineralocorticoide?,Aldosterona,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Enfermedad de Addison,residentado,regular
5573,,"Mujer de 28 años acude a consulta externa por cefalea, galactorrea y amenorrea. Antecedentes sin
importancia. Examen físico: se confirma presencia de galactorrea bilateral. Laboratorio: prolactina 80 ug/L. Preuba de
embarazo negativo. ¿Cuál es el diagnóstico más probable?",Microprolactinoma,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Prolactinoma,Examenes 2024/ANATOMÍA PATOLÓGICA;residentado,regular
5574,,"Mujer de 30 años que después de tener un parto con sangrado excesivo no pudo dar de lactar a su
bebé, además presentaba intolerancia al frío, aumento de peso, caída de cabello y no volvió a menstruar. ¿Cuál es el
diagnóstico más probable?",Apoplejía hipofisiaria,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Síndrome de Sheehan,residentado,regular
5575,,"Mujer de 28 años consulta para palpitaciones, nerviosismo, intolerancia al calor y diarreas. Antecedente no
contributorios. Examen: FC: 100X ?; PA: 120/70 mmHg. Ojos: retracción palpebral; cuello: bocio difuso, no doloroso.
¿Qué examen del laboratorio solicita para confirmar el diagnóstico?",TSH Y T4 libre,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,residentado,regular
5576,,¿Cuál es una complicación a largo plazo del tratamiento con yodo radiactivo en cáncer de tiroides?,Tiroiditis,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Tiroiditis,Examenes 2023/UROLOGÍA;residentado,regular
5577,,"Gestante de 20 semanas, consulta por aumento de sensibilidad al calor, sudoración excesiva y
diarreas frecuentes. Al examen: T°: 39.8 °C, FC: 150 x ? ,confusa, exoftalmos, ingurgitación yugular, bocio difuso. ¿Cuál
es el diagnóstico más probable?",Tormenta tiroidea,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,residentado,regular
5578,,"Gestante de 10 semanas, acude por presentar temblor, nerviosismo, pérdida de peso y siente
mucho calor. Al examen: exoftalmos, edema duro pretibial y bocio difuso, no doloroso. Laboratorio: TSH 0.01 mlU/L y
T4 libre 30 ng/dL. ¿Cuál es el tratamiento a seguir?",Propiltiouracilo,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,Examenes 2024/GINECOLOGÍA;residentado,regular
5581,,"Mujer de 35 años presenta hace 3 días dolor cervical, nerviosismo y temblor fino de manos. Hace
10 días infección de vía respiratoria alta. Al examen: taquicardia, cuello con bocio difuso moderado, dolor a la
palpación. Laboratorio: TSH 0,2 mlU/L. ¿Cuál es el tratamiento?",AINEs y propanolol,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,residentado,regular
5582,,"Llega al consultorio externo una mujer de 36 años, muy ansiosa y con un exoftalmos evidente. Le
refiere que se siente mal, que ha bajado de peso a pesar de tener más apetito y que no tolera ponerse demasiada ropa,
pues siente mucho calor. ¿Cuál de los siguientes hallazgos apoyaría para la enfermedad de Graves Basedow?",Exoftalmos,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Hipertiroidismo,residentado,regular
5584,,"Varón de 50 años, con antecedentes de hiperparatiroidismo por adenoma en paratiroides tratado con
cirugía. Desde hace dos días presenta espasmo muscular en miembros superiores e inferiores. Al examen físico: signo
de Trousseau y Chvostek positivo. Calcio sérico 6,8 mg/dL y albúmina sérica normal. ¿Cuál es su diagnóstico?",Síndrome de hueso hambriento,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Osteoporosis,Examenes 2017/ PATOLOGIA ;residentado,regular
5587,,"Varón de 57 años, diabético tipo 2, en tratamiento con dieta y metformina 2 g/día. Al examen:
agudeza visual disminuida. Laboratorio: HbA1c: 9.5 %, glicemia: 450 mg/dL, creatinina 2,3 mg/dL. ¿Cuál es la conducta
terapéutica más adecuada?",Insulina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
5588,,"Varón de 55 años con diabetes mellitus 2 en terapia insulínica. Es llevado a emergencia en coma
profundo y sudoración profusa. ¿Qué tratamiento indicaría de forma inmediata?",Dextrosa 33% EV,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
5589,,"Varón de 55 años de 1.60 m de estatura y 80 kg de peso, con poliuria, nicturia y polidipsia. Ambos
padres diabéticos. ¿Cuál es el procedimiento diagnóstico adecuado para el primer nivel de atención?",Glicemia en ayunas,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
5591,,"¿Cuál de las siguientes tiene que ver con la acción de las biguanidas en el tratamiento de la diabetes
mellitus tipo 2?",Inhiben la gluconeogénesis hepática,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
5592,,¿Cuál es el tratamiento en un paciente adulto que presenta hipoglicemia sintomática?,Dextrosa al 33.3% luego infusión de dextrosa al 10%,CLÍNICO MÉDICAS,EMERGENCIAS Y CUIDADOS CRÍTICOS ADULTOS,INSUFICIENCIA O FALLA MEDIO INTERNO,INSUFICIENCIA O FALLA MEDIO INTERNO,Examenes - 2019/PRUEBA A;residentado,regular
5593,,"Varón de 62 años, diabético con tratamiento irregular, hace una semana presenta somnolencia, hiporexia y
sensación nauseosa. Examen PA: 130/85 mmHg; FC: 95x; FR: 24x; mucosa oral seca. Neurológico: respuesta verbal
lenta, no signos de focalización ni meníngeos. Glicemia 650 mg/dl, osmolaridad plasmática: 325 mOsm/l, pH: 7.32,
bicarbonato: 25 mEq/l, creatinina sérica 1.5 mg/dl. ¿Cuál es el diagnóstico?",Estado hiperosmolar,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
5595,,"Paciente adulto mayor con riesgo cardiovascular alto, con colesterol en rango normal, pero con
triglicéridos altos, además de la dieta mediterránea se recomienda:",Fibratos,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Dislipidemia,residentado,regular
5596,,"Estudiante universitaria de 19 años. Antecedentes: padre y hermana con colesterol de 350 y 390
mg/dl respectivamente Examen: peso 50 kg, talla 1,50 m., xantomas tendinosos en talón de Aquiles y en manos. Perfil
lipídico: colesterol 400 mg/dl, triglicéridos 140 mg/dl, HDL 50 mg/dl, LDL 322. Se trata de:", Hipercolesterolemia familiar,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Dislipidemia,residentado,regular
5597,,"Varón de 60 años hospitalizado por neumonía COVID-19, recibió corticoterapia durante 20 días.
Siete días después presenta anorexia, astenia, dolor abdominal y nauseas. Al examen: PA: 80/50 mmHg. Laboratorio:
Na: 130 mEq/L, glucosa: 60 mg/dL, K 3.5 mEq/L. Luego de expandir volumen con 2 litros de solución salina continúa
hipotenso. ¿Cuál es el tratamiento indicado?",Hidrocortisona,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Enfermedad de Addison,Examenes 2022/Psiquiatría;residentado,regular
5598,,"Mujer de 55 años sin antecedentes, acude por presentar aumento de peso y diagnóstico reciente de
diabetes mellitus. Examen: PA: 180/90 mmHg, FC:90 X’; FR:18 X’. Fascies edematosa, con acné e hirsutismo. Depósito
de tejido adiposo en tórax y región abdominal superior. ¿El incremento de qué hormona explica estos hallazgos?",Cortisol,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
5599,,"Mujer de 48 años consulta por debilidad, astenia, hiporexia y pérdida de peso, desde hace 3 meses.
Antecedente de tuberculosis a los 20 años. Examen: PA: 80/60 mmHg; FC: 60X; FR: 14X; melanosis facial,
Cardiovascular: RC rítmicos, hipo fonéticos. Laboratorio: Sodio 130 mEq/l. ¿Cuál es el diagnóstico más probable?",Insuficiencia suprarrenal primaria,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Enfermedad de Addison,residentado,regular
5600,,"Varón de 50 años, bebedor habitual de alcohol es llevado a urgencias con un cuadro de
desorientación, dificultad en la memoria inmediata, marcha torpe. Al examen: nistagmus vertical y paresia del III par
craneal izquierdo, ataxia. ¿Cuál es el tratamiento?",Tiamina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Desnutrición y avitaminosis,residentado,regular
5601,,"Paciente de 6 meses con placa eritematosa en miembros inferiores, región perianal, diarrea y caída
de cabello. Se piensa que se debe a una hipovitaminosis, ¿cuál sería la enfermedad de dicha hipovitaminosis?",Acrodermatitis enteropática,CLÍNICO MÉDICAS,PEDIATRÍA,PROBLEMAS DE SALUD DEL NIÑO Y DEL ADOLESCENTE,Deficiencia de zinc,residentado,regular
5602,,"Preescolar de 3 años es llevado a consulta con dermatosis, diarrea y demencia. ¿Cuál es el
diagnóstico y la probable deficiencia de vitamina que presenta?",Pelagra - Vitamina B3,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Desnutrición y avitaminosis,residentado,regular
5603,,La encefalopatía de Wernicke es producida por la deficiencia de:,Piridoxina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Desnutrición y avitaminosis,residentado,regular
5604,,¿Cuál es el lugar de acción de la FSH en la mujer?,B. Capa granulosa del folículo,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Patologías gonadales,residentado,regular
5606,,"Un paciente con una infección urinaria y una cetoacidosis diabética. Entonces, indicaría hidratación,
un antimicrobiano después de un urocultivo e indicaría insulina de acción rápida, en dosis de carga y luego una
infusión horaria. ¿Cuáles serían las dosis de la insulina? (En UI/Kg/bolo y UI/Kg/hora)",0.1 y 0.1,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Diabetes mellitus,residentado,regular
5607,,"En base a sus conocimientos del síndrome de Cushing, marque lo incorrecto:", El adenoma de glándula suprarrenal que causa síndrome de Cushing cursa con test de supresión positiva (Supresión),CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Enfermedad de Addison,residentado,regular
5608,,"Según sus conocimientos de la insuficiencia suprarrenal, ¿cuál es correcta?",El nivel de aldosterona es aceptable en pacientes con insuficiencia suprarrenal secundaria,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS HORMONALES Y METABÓLICOS,Enfermedad de Addison,residentado,regular
5611,,"El miedo a no poder salir de un lugar porque tiene muchas personas o temor a estar en lugares solo
sin nadie que pueda ayudar se considera como:",Agorafobia,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SALUD MENTAL Y PSIQUIATRÍA,"Ansiedad, tipos",residentado,regular
5612,,"Persona que se preocupa en banalidades desde hace 7 meses, tiene descarga adrenérgica con
taquicardia y sudoración. ¿Cuál es el diagnóstico probable?",Ansiedad generalizada,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SALUD MENTAL Y PSIQUIATRÍA,"Ansiedad, tipos",residentado,regular
5614,,"Adolescente no se conecta con su entorno, juega todo el día en su computadora, evita tener amigos
y relaciones íntimas con el sexo opuesto. No refiere alucinaciones ni pensamientos delirantes. Usted sospecha:",Personalidad esquizoide,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SALUD MENTAL Y PSIQUIATRÍA,Desordenes de la personalidad,residentado,regular
5615,,"Paciente refiere que desde hace 6 meses nota que vecinos le ponen cámaras y micrófonos para
grabarla pues sospechaban que era una espía chilena. En el último mes esta clínica se agudizó y nota en su jardín un
comandante chileno que le da instrucciones. Usted sospecha y prescribe para el manejo a largo plazo:",Esquizofrenia / risperidona,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SALUD MENTAL Y PSIQUIATRÍA,Psicosis,residentado,regular
5616,,¿Cuál de los siguientes hallazgos es característico del Síndrome de esquizofrenia?,Perturbación del lenguaje y la percepción,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SALUD MENTAL Y PSIQUIATRÍA,Psicosis,Examenes - 2019/OFTALMOLOGIA;residentado,regular
5619,,Una vez superada la fase aguda de la depresión se recomienda:,"Mantener al menos 5 meses, para completar 6 meses de tratamiento la misma dosis que produjo mejoría",CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SALUD MENTAL Y PSIQUIATRÍA,Depresión,residentado,regular
5620,,No es causa frecuente de suicidio:, Ansiedad,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SALUD MENTAL Y PSIQUIATRÍA,"Ansiedad, tipos",residentado,regular
5623,,"Varón de 21 años que hace 2 semanas presenta cambios en la conducta: eufórico, taquilalia,
compra sin medirse en los gastos y duerme solo 3 horas en la noche. Manifiesta que ha dejado el trabajo porque tiene
mucho poder. Antecedentes: episodios depresivos a los 14 y 16 años. ¿Cuál es el diagnóstico más probable?",Trastorno bipolar tipo I,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SALUD MENTAL Y PSIQUIATRÍA,Psicosis,Examenes 2017/PSIQUIATRIA;residentado,regular
5624,,"Mujer de 30 años, con muchos temores a contraer enfermedades infecciosas como el COVID 19; se lava las
manos con mucha frecuencia; revisa una y otra vez que la puerta esté bien cerrada; los familiares han notado esta
reacción desde hace 4 meses, cuando le impiden se angustia. ¿Cuál es el trastorno más probable?",Obsesivo-compulsivo,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SALUD MENTAL Y PSIQUIATRÍA,"Ansiedad, tipos",residentado,regular
5627,,"Adolescente de 15 años con diagnóstico de depresión severa e intento de suicidio. ¿Cuál es el
tratamiento inicial?",Haloperidol,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SALUD MENTAL Y PSIQUIATRÍA,Depresión,residentado,regular
5629,,"Varón de 40 años postoperado en 2 día por fractura de fémur, se le encuentra ansioso, confuso y
refiere visión de serpientes y escorpiones que se mueven en su cama. Es consumidor (mayor) 40 gr alcohol/día. Al
examen: FC: 100 X ?, T: 38 °C, midriasis, temblor de manos y los párpados, sudoración profusa. ¿Cuál es el diagnóstico
más probable?",Síndrome de abstinencia,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SALUD MENTAL Y PSIQUIATRÍA,Adicciones,Examenes 2024/PSIQUIATRÍA;residentado,regular
5631,,Un paciente intoxicación aguda con alcohol no presentará:,Delirium tremens,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Intoxicaciones agudas,residentado,regular
5632,,¿Cuál no es una manifestación frecuente en la depresión?,Suicidio,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SALUD MENTAL Y PSIQUIATRÍA,Depresión,residentado,regular
5634,,"Paciente de 40 años que después de ingerir sustancia venenosa presenta episodios espontáneos de
miedo extremo a morir con taquicardia y sudoración. Estos episodios se han repetido 3 veces en los últimos 12 meses.
Usted sospecha:",Trastorno del pánico.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA SALUD MENTAL Y PSIQUIATRÍA,"Ansiedad, tipos",residentado,regular
5637,,El dolor y la temperatura se percibe a través de:,Terminaciones nerviosas libres,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Neuropatías periféricas,residentado,regular
5638,,Paciente con sobredosis de diazepam. ¿Cuál es el antídoto qué debe indicarse?,Flumazenil,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Intoxicaciones agudas,residentado,regular
5639,,"Un niño de 8 años es llevado a Emergencia con sialorrea, tos productiva, miosis, fasciculaciones y
sudoración profusa. La mamá refiere que ingirió un producto que desconoce. ¿Cuál es la sustancia más probable que
ocasionó dicha reacción?",Inhibidores de la acetilcolinesterasa,CLÍNICO MÉDICAS,PEDIATRÍA,URGENCIAS Y EMERGENCIAS PEDIÁTRICAS,Intoxicación por carbamatos y organofosforados,Examenes 2022/Psiquiatría;residentado,regular
5640,,"Varón de 65 años que presenta un cuadro de hemiparesia faciobraquial izquierda y en el transcurso
de 12 horas recupera la movilidad. Probablemente se trata de:",Ataque isquémico transitorio de la arteria cerebral media derecha,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Enfermedad vascular cerebral,residentado,regular
5641,,"En el LCR de la meningitis tuberculosa, no es característico:",Glucosa normal,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Tuberculosis,residentado,regular
5642,,"Varón de 25 años, sin antecedentes epidemiológicos, con cinco días de enfermedad, febril, cefalea
pulsátil y vómitos; LCR con pleocitosis de 12.000 células/mm3 a predominio de PMN, hipoglucorraquia e
hiperproteinorraquia leve. El diagnóstico más probable es una meningoencefalitis:", Bacteriana,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Infecciones del sistema nervioso central,residentado,regular
5643,,"Paciente de 25 años. Hace dos semanas presentó cuadro de influenza. Desde ayer parestesias en
miembros inferiores y debilidad progresiva que imposibilita deambular. Hoy pérdida de fuerza en miembros superiores
y dificultad respiratoria. Al examen: cuadriparesia hipotónica e hiporreflexia. El diagnóstico probable es:",Síndrome de Guillain Barré,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Neuropatías periféricas,residentado,regular
5644,,No es parte del manejo de Guillian Barre:,Piridostigmina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Neuropatías periféricas,residentado,regular
